"market_region","source_key","dish_family_key","dish_variant_key","display_name_tr","display_name_en","aliases_tr","aliases_en","category","origin_region","preparation_state","discovery_source_url","evidence_class","preferred_nutrition_source","nutrition_basis_candidate","review_status"
"TR","TR:LOCAL_DISH:PREPARED:baklava:tunceli","TR:LOCAL_DISH:FAMILY:baklava","tunceli","Tunceli Baklavası","Tunceli baklava","","","DESSERT","Tunceli","PREPARED","https://tunceli.ktb.gov.tr/TR-57284/yore-mutfagi-ve-yoresel-yemekler.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:orcik:cevizli","TR:LOCAL_DISH:FAMILY:orcik","cevizli","Cevizli Orcik","Walnut orcik","","","DESSERT","Tunceli","PREPARED","https://tunceli.ktb.gov.tr/TR-57284/yore-mutfagi-ve-yoresel-yemekler.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:ayran_corbasi:sivas","TR:LOCAL_DISH:FAMILY:ayran_corbasi","sivas","Sivas Ayran Çorbası","Sivas ayran soup","","","SOUP","Sivas","PREPARED","https://sivas.ktb.gov.tr/TR-283279/halk-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:madimak_corbasi:classic","TR:LOCAL_DISH:FAMILY:madimak_corbasi","classic","Madımak Çorbası","Madimak soup","","","SOUP","Sivas","PREPARED","https://sivas.ktb.gov.tr/TR-283279/halk-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:madimak_pilavi:classic","TR:LOCAL_DISH:FAMILY:madimak_pilavi","classic","Madımak Pilavı","Madimak pilaf","","","GRAIN_DISH","Sivas","PREPARED","https://sivas.ktb.gov.tr/TR-283279/halk-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:madimak_yemegi:pastirmali","TR:LOCAL_DISH:FAMILY:madimak_yemegi","pastirmali","Pastırmalı Madımak Yemeği","Madimak stew with pastrami","","","VEGETABLE_DISH","Sivas","PREPARED","https://sivas.ktb.gov.tr/TR-283279/halk-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:peskutan_corbasi:classic","TR:LOCAL_DISH:FAMILY:peskutan_corbasi","classic","Peskütan Çorbası","Peskutan soup","","","SOUP","Sivas","PREPARED","https://sivas.ktb.gov.tr/TR-283279/halk-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:subura:classic","TR:LOCAL_DISH:FAMILY:subura","classic","Sübüra","Subura pasta","","","PASTA_DISH","Sivas","PREPARED","https://sivas.ktb.gov.tr/TR-283279/halk-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:yapma_suburasi:mantili","TR:LOCAL_DISH:FAMILY:yapma_suburasi","mantili","Yapma Sübürâsı","Yapma subura dumplings","","","DUMPLING","Sivas","PREPARED","https://sivas.ktb.gov.tr/TR-283279/halk-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:sivas_kebabi:classic","TR:LOCAL_DISH:FAMILY:sivas_kebabi","classic","Sivas Kebabı","Sivas kebab","","","MAIN_DISH","Sivas","PREPARED","https://sivas.ktb.gov.tr/TR-283279/halk-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:sivas_koftesi:classic","TR:LOCAL_DISH:FAMILY:sivas_koftesi","classic","Sivas Köftesi","Sivas meatballs","","","MAIN_DISH","Sivas","PREPARED","https://sivas.ktb.gov.tr/TR-283279/halk-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:hurma_tatlisi:sivas","TR:LOCAL_DISH:FAMILY:hurma_tatlisi","sivas","Sivas Hurma Tatlısı","Sivas hurma dessert","","","DESSERT","Sivas","PREPARED","https://sivas.ktb.gov.tr/TR-283279/halk-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:kivrim_baklavasi:classic","TR:LOCAL_DISH:FAMILY:kivrim_baklavasi","classic","Kıvrım Baklavası","Rolled baklava","","","DESSERT","Sivas","PREPARED","https://sivas.ktb.gov.tr/TR-283279/halk-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:sarigiburma:classic","TR:LOCAL_DISH:FAMILY:sarigiburma","classic","Sarığıburma","Sarigiburma pastry dessert","","","DESSERT","Sivas","PREPARED","https://sivas.ktb.gov.tr/TR-283279/halk-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:kavut:sivas","TR:LOCAL_DISH:FAMILY:kavut","sivas","Sivas Kavutu","Sivas kavut dessert","","","DESSERT","Sivas","PREPARED","https://sivas.ktb.gov.tr/TR-283279/halk-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:ugut:classic","TR:LOCAL_DISH:FAMILY:ugut","classic","Uğut","Ugut wheat dessert","","","DESSERT","Sivas","PREPARED","https://sivas.ktb.gov.tr/TR-283279/halk-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:divrigi_pilavi:alatli","TR:LOCAL_DISH:FAMILY:divrigi_pilavi","alatli","Divriği Pilavı","Divrigi pilaf","","","RICE_DISH","Sivas","PREPARED","https://sivas.ktb.gov.tr/Eklenti/135210%2Cdivrigi-pilavipdf.pdf?0=","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:tutmac:elazig","TR:LOCAL_DISH:FAMILY:tutmac","elazig","Elazığ Tutmacı","Elazig tutmac soup","","","SOUP","Elazığ","PREPARED","https://elazig.ktb.gov.tr/TR-58530/elazig-harput-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:umac_asi:elazig","TR:LOCAL_DISH:FAMILY:umac_asi","elazig","Elazığ Umaç Aşı","Elazig umac soup","","","SOUP","Elazığ","PREPARED","https://elazig.ktb.gov.tr/TR-58530/elazig-harput-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:anamasi:classic","TR:LOCAL_DISH:FAMILY:anamasi","classic","Anamaşı","Anamasi stew","","","MAIN_DISH","Elazığ","PREPARED","https://elazig.ktb.gov.tr/TR-58530/elazig-harput-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:kara_kavurma:elazig","TR:LOCAL_DISH:FAMILY:kara_kavurma","elazig","Elazığ Kara Kavurması","Elazig kara kavurma","","","MAIN_DISH","Elazığ","PREPARED","https://elazig.ktb.gov.tr/TR-58530/elazig-harput-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:peynirli_ekmek:harput","TR:LOCAL_DISH:FAMILY:peynirli_ekmek","harput","Harput Peynirli Ekmeği","Harput cheese bread","","","PASTRY","Elazığ","PREPARED","https://elazig.ktb.gov.tr/TR-58530/elazig-harput-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:dolanger:classic","TR:LOCAL_DISH:FAMILY:dolanger","classic","Dolanger","Dolanger dessert","","","DESSERT","Elazığ","PREPARED","https://elazig.ktb.gov.tr/TR-58530/elazig-harput-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:patila:peynirli","TR:LOCAL_DISH:FAMILY:patila","peynirli","Peynirli Patila","Cheese patila","","","PASTRY","Elazığ","PREPARED","https://elazig.ktb.gov.tr/TR-58530/elazig-harput-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
"TR","TR:LOCAL_DISH:PREPARED:gomme:harput","TR:LOCAL_DISH:FAMILY:gomme","harput","Harput Gömmesi","Harput layered pastry","","","PASTRY","Elazığ","PREPARED","https://elazig.ktb.gov.tr/TR-58530/elazig-harput-mutfagi.html","OFFICIAL_INSTITUTIONAL","USDA_FOODDATA_COMPONENT_CALCULATION","CALCULATED","TAXONOMY_ONLY"
