market_region,source_key,dish_family_key,dish_variant_key,display_name_tr,display_name_en,aliases_tr,aliases_en,category,origin_region,preparation_state,discovery_source_url,evidence_class,preferred_nutrition_source,nutrition_basis_candidate,review_status
TR,TR:LOCAL_DISH:PREPARED:etli_bamya:amasya,etli_bamya,amasya,Amasya Etli Bamya,Amasya Okra with Meat,Etli Bamya,Meat and Okra Stew,MAIN_DISH,Amasya,PREPARED,https://amasya.ktb.gov.tr/TR-59566/yore-mutfagi.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:gobek_dolmasi:amasya,gobek_dolmasi,amasya,Amasya Göbek Dolması,Amasya Gobek Dolma,Göbek Dolması,Gobek Dolma,STUFFED_DISH,Amasya,PREPARED,https://amasya.ktb.gov.tr/TR-59566/yore-mutfagi.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:madimak:amasya,madimak,amasya,Amasya Madımak Yemeği,Amasya Madimak Stew,Madımak,Madimak Stew,VEGETABLE_DISH,Amasya,PREPARED,https://amasya.ktb.gov.tr/TR-59566/yore-mutfagi.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:mihlama:amasya,mihlama,amasya,Amasya Mıhlaması,Amasya Mihlama,Mıhlama,Mihlama,MAIN_DISH,Amasya,PREPARED,https://amasya.ktb.gov.tr/TR-59566/yore-mutfagi.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:mumbar_dolmasi:amasya,mumbar_dolmasi,amasya,Amasya Mumbar Dolması,Amasya Stuffed Intestine,Mumbar,Mumbar Dolma,STUFFED_DISH,Amasya,PREPARED,https://amasya.ktb.gov.tr/TR-59566/yore-mutfagi.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:pastirma_pagallemesi:classic,pastirma_pagallemesi,classic,Pastırma Pağallemesi,Pastirma Pagallemesi,Pastırma Pağallemesi,Pastirma Pagallemesi,MAIN_DISH,Amasya,PREPARED,https://amasya.ktb.gov.tr/TR-59566/yore-mutfagi.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:pirpirim:amasya,pirpirim,amasya,Amasya Pirpirim Yemeği,Amasya Purslane Stew,Pirpirim,Purslane Stew,VEGETABLE_DISH,Amasya,PREPARED,https://amasya.ktb.gov.tr/TR-59566/yore-mutfagi.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:sirkeli_ciger:amasya,sirkeli_ciger,amasya,Amasya Sirkeli Ciğer,Amasya Liver with Vinegar,Sirkeli Ciğer,Liver with Vinegar,MAIN_DISH,Amasya,PREPARED,https://amasya.ktb.gov.tr/TR-59566/yore-mutfagi.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:sulu_kofte:amasya,sulu_kofte,amasya,Amasya Sulu Köfte,Amasya Meatball Stew,Sulu Köfte,Meatball Stew,MAIN_DISH,Amasya,PREPARED,https://amasya.ktb.gov.tr/TR-59566/yore-mutfagi.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:yuka_tatlisi:amasya,yuka_tatlisi,amasya,Amasya Yuka Tatlısı,Amasya Yuka Dessert,Yuka Tatlısı,Yuka Dessert,DESSERT,Amasya,PREPARED,https://amasya.ktb.gov.tr/TR-59566/yore-mutfagi.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:ayva_gailesi:amasya,ayva_gailesi,amasya,Amasya Ayva Gailesi,Amasya Quince Gailesi,Ayva Gailesi,Quince Dessert,DESSERT,Amasya,PREPARED,https://amasya.ktb.gov.tr/TR-59566/yore-mutfagi.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:gelin_parmagi:amasya,gelin_parmagi,amasya,Amasya Gelin Parmağı,Amasya Gelin Parmagi,Gelin Parmağı,Gelin Parmagi Dessert,DESSERT,Amasya,PREPARED,https://amasya.ktb.gov.tr/TR-59566/yore-mutfagi.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:gomlek_kadayifi:amasya,gomlek_kadayifi,amasya,Amasya Gömlek Kadayıfı,Amasya Gomlek Kadayif,Gömlek Kadayıfı,Gomlek Kadayif,DESSERT,Amasya,PREPARED,https://amasya.ktb.gov.tr/TR-59566/yore-mutfagi.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:hosmerim:amasya,hosmerim,amasya,Amasya Höşmerimi,Amasya Hosmerim,Höşmerim,Hosmerim,DESSERT,Amasya,PREPARED,https://amasya.ktb.gov.tr/TR-59566/yore-mutfagi.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:seker_boregi:amasya,seker_boregi,amasya,Amasya Şeker Böreği,Amasya Sugar Borek,Şeker Böreği,Sugar Pastry,DESSERT,Amasya,PREPARED,https://amasya.ktb.gov.tr/TR-59566/yore-mutfagi.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:visneli_ekmek:amasya,visneli_ekmek,amasya,Amasya Vişneli Ekmeği,Amasya Sour-cherry Bread,Vişneli Ekmek,Sour-cherry Bread,DESSERT,Amasya,PREPARED,https://amasya.ktb.gov.tr/TR-59566/yore-mutfagi.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:zerdali_gailesi:amasya,zerdali_gailesi,amasya,Amasya Zerdali Gailesi,Amasya Apricot Gailesi,Zerdali Gailesi,Apricot Dessert,DESSERT,Amasya,PREPARED,https://amasya.ktb.gov.tr/TR-59566/yore-mutfagi.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:feselli:kars,feselli,kars,Kars Fesellisi,Kars Feselli,Feselli,Feselli Flatbread,PASTRY,Kars,PREPARED,https://kars.ktb.gov.tr/TR-54860/kars-yoresi-yemek-kulturu.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:tencerede_sis_kebap:kars,tencerede_sis_kebap,kars,Kars Tencerede Şiş Kebabı,Kars Pot-cooked Shish Kebab,Tencerede Şiş Kebap,Pot-cooked Shish Kebab,MAIN_DISH,Kars,PREPARED,https://kars.ktb.gov.tr/TR-54860/kars-yoresi-yemek-kulturu.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:yaprak_manti:kars,yaprak_manti,kars,Kars Yaprak Mantısı,Kars Yaprak Manti,Yaprak Mantı,Yaprak Manti,DUMPLING,Kars,PREPARED,https://kars.ktb.gov.tr/TR-54860/kars-yoresi-yemek-kulturu.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:eriste_asi:kars,eriste_asi,kars,Kars Erişte Aşı,Kars Noodle Stew,Erişte Aşı,Noodle Stew,SOUP,Kars,PREPARED,https://kars.ktb.gov.tr/TR-54860/kars-yoresi-yemek-kulturu.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:kuzu_etli_pilav:kars,kuzu_etli_pilav,kars,Kars Kuzu Etli Pilavı,Kars Lamb Pilaf,Kuzu Etli Pilav,Lamb Pilaf,RICE_DISH,Kars,PREPARED,https://kars.ktb.gov.tr/TR-54860/kars-yoresi-yemek-kulturu.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:nezih:kars,nezih,kars,Kars Nezihi,Kars Nezih,Nezih,Nezih Flatbread,PASTRY,Kars,PREPARED,https://kars.ktb.gov.tr/TR-54860/kars-yoresi-yemek-kulturu.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:kuymak:kars,kuymak,kars,Kars Kuymağı,Kars Kuymak,Kuymak,Kuymak,MAIN_DISH,Kars,PREPARED,https://kars.ktb.gov.tr/TR-54860/kars-yoresi-yemek-kulturu.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:katmer:kars,katmer,kars,Kars Katmeri,Kars Katmer,Katmer,Katmer Pastry,PASTRY,Kars,PREPARED,https://kars.ktb.gov.tr/TR-54860/kars-yoresi-yemek-kulturu.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
